region,juvenile_offenders_share_pct,digital_deviation_risk_index,internet_active_users_2023_pct,internet_active_users_2024_pct,internet_active_users_2025_pct,school_students_share_2023_pct,registered_crimes_2025,registered_crimes_per_100k_2025,underage_criminals_per_100k_pop,population_2024,life_quality_2025,healthy_lifestyle_pct,gini_coeff,not_smoking_male_pct,not_smoking_female_pct,num_of_criminals,num_of_alcohol_crimes,num_of_female_crimes,num_of_drugs_crimes,num_of_underaged_criminals,life_quality,population_size,num_of_crimes,school_students_share_2021_pct,school_students_share_2022_pct,population_2019_2024_avg,registered_crimes_2023,registered_crimes_2024,it_diplomas_per_100k_2023,it_diplomas_per_100k_2024,it_diplomas_per_100k_2025,life_quality_2024,life_quality_avg
Свердловская область,0.5885,58.97148673013114,91,91.4,96.4,13.3,44719.0,1059.0156286447398,25.512932696615152,4222695.0,66.344,6.966666666666666,0.4009999999999999,59.78923026346765,85.67381592988218,22849.33333333333,8864.0,3873.0,194.5,1077.3333333333333,65.7735,4265681.0,49844.6,12.556198707205349,12.987807981394525,4265681.0,49686.0,48512.0,1.01,0.85,1.4,65.203,65.7735
Ханты-Мансийский автономный округ — Югра,0.2155,,,,,,,,10.799222001311822,1759386.0,65.425,8.85,0.3906,63.66005096,90.40985548,7696.5,2759.0,1279.3333333333333,66.33333333333333,190.0,65.7455,1716960.0,22580.6,,,1716960.0,,,,,,66.066,65.74549999999999
Ямало-Ненецкий автономный округ,0.2391333333333333,,,,,,,,13.470036436933094,515960.0,62.364,9.2,0.455,64.15676093,88.75974066,3052.0,1319.3333333333333,549.5,45.66666666666666,69.5,61.971,511957.3333333333,6742.8,,,511957.3333333333,,,,,,61.578,61.971000000000004
Тюменская область,0.52565,,94.4,97.1,98,14.9,,,23.739456524295957,1615454.0,66.602,13.58333333333333,0.3822,63.20805963076803,89.98399068005126,9153.333333333334,3587.833333,1462.1666666666667,125.0,383.5,65.70500000000001,1596746.8333333333,24224.6,14.285014371570421,14.642581052381875,1596746.8333333333,,,1.22,1.49,1.8,64.808,65.70500000000001
Челябинская область,0.6835666666666667,68.02721857895719,92.6,91.7,94.3,12.9,50203.0,1478.385934616841,30.365960126799852,3395798.0,65.032,5.383333333333334,0.3495999999999999,57.39525272745512,86.87694801341857,24228.5,8628.666666666666,4426.0,268.8333333333333,1031.1666666666667,64.2015,3429264.833333333,58932.2,12.293223044550864,12.666605485925118,3429264.8333333335,61603.0,54712.0,1.58,1.73,2.18,63.371,64.2015
Республика Алтай,0.6812666666666666,79.00433334784215,89.3,93.9,92.7,18.7,3711.0,1760.7287737527577,44.28312733771419,210765.0,45.712,3.45,0.3753999999999999,56.31712949241726,83.48318381081904,2780.333333333333,1187.0,447.8333333333333,9.5,93.33333333333331,43.8955,210941.66666666663,4351.4,18.588262039177057,18.83135364881788,210941.66666666666,4410.0,4288.0,0.45,0.47,0.95,42.079,43.8955
Республика Тыва,1.05305,93.12318895836509,95,95,95.3,21.6,5558.0,1646.6001469438058,74.50880477804374,337544.0,31.041,9.816666666666666,0.3737999999999999,60.49786899491372,92.71494242405196,3896.3333333333335,1799.5,626.3333333333334,11.666666666666666,251.5,30.582,334510.6666666667,6314.2,21.454854910045427,21.57406223327217,334510.6666666667,5572.0,5339.0,,,,30.123,30.582
Республика Хакасия,0.5746,66.07773079577348,89.9,91.9,91.7,14.4,8462.0,1602.1205093008944,28.904561303860778,528175.0,50.324,6.75,0.3352,60.23658949654964,89.14980545467756,4445.0,1778.6666666666667,820.3333333333334,37.833333333333336,152.66666666666666,49.8325,533319.8333333334,9488.0,13.862827865490315,14.201070192949935,533319.8333333334,9330.0,9131.0,,,,49.341,49.832499999999996
Алтайский край,0.6959666666666666,76.56164152210175,88.4,90.9,95.4,13.5,29511.0,1395.1159831097882,33.935168464040856,2115308.0,49.932,6.016666666666666,0.376,57.54209400343227,89.59521570381995,16836.5,6828.666666666667,2638.0,44.16666666666666,717.8333333333334,48.6575,2166836.333333333,36055.8,12.794031209202705,13.25517464124158,2166836.3333333335,37984.0,34537.0,0.62,0.89,0.71,47.383,48.6575
Красноярский край,0.5870166666666666,60.740540939854945,87.8,91.3,91.9,13.1,42557.0,1495.263727460543,26.603469518736617,2846120.0,57.085,7.349999999999999,0.3904,59.08304635975429,87.75958639898195,19433.666666666668,6829.5,3535.6666666666665,124.33333333333331,757.1666666666666,56.3615,2857518.6666666665,46684.4,12.540512516301956,12.869504391305476,2857518.6666666665,50069.0,48208.0,0.6,0.39,0.35,55.638,56.3615
Иркутская область,0.7637833333333334,74.97291613989118,89.2,93.1,93.6,14.7,33729.0,1447.2630127734508,38.12426063177714,2330537.0,52.292,5.8166666666666655,0.368,61.665828533311696,85.3523918416593,17008.0,6559.0,3310.1666666666665,118.66666666666669,888.5,51.108,2363651.333333333,36904.0,14.221725088511688,14.52412514433368,2363651.3333333335,37177.0,36384.0,0.34,0.34,0.43,49.924,51.108000000000004
Кемеровская область,0.7640666666666666,73.01809189268035,89.2,93.7,93.8,12.5,32880.0,1290.583918570749,37.452316168985895,2547684.0,52.806,6.816666666666666,0.3548,55.55622049,86.9579569,18621.0,7272.5,3549.6666666666665,91.16666666666669,954.1666666666666,52.3685,2597398.1666666665,42257.2,12.247294232590173,12.458386589882073,2597398.1666666665,43484.0,37386.0,0.35,0.31,0.43,51.931,52.3685
Новосибирская область,0.6197666666666667,62.5689625244864,90.9,92.3,95,13.4,36527.0,1309.4311160438383,25.494121116612632,2789532.0,64.155,4.1,0.3844,59.60496966919989,87.49197258162106,12892.833333333334,3852.5,2166.6666666666665,233.0,711.1666666666666,63.746,2798757.333333333,42379.6,12.643342125281151,13.037356317730309,2798757.3333333335,44562.0,37532.0,1.55,1.43,2.01,63.337,63.746
Омская область,0.2953333333333333,29.443591317366756,92.5,93.5,94,13.3,18740.0,1030.7503521547028,13.292315996303085,1818093.0,53.606,9.6,0.3802,59.511647684322114,90.0700365521893,9503.0,3172.5,1724.8333333333333,72.66666666666667,241.66666666666663,52.1205,1859042.0,22268.4,12.580459148928695,13.00427698717336,1859042.0,24252.0,21451.0,0.37,0.6,0.61,50.635,52.1205
Томская область,0.4761999999999999,58.08992497665021,91.3,92.9,93.8,12.3,16228.0,1555.3223402674946,21.340796222551276,1043385.0,53.845,6.633333333333334,0.3567999999999999,65.27483833906649,88.0887750032397,7191.666666666667,2335.333333333333,1519.3333333333333,26.33333333333333,222.66666666666663,53.4745,1059433.3333333333,18118.2,11.852758593822605,12.075925497258936,1059433.3333333333,19388.0,19584.0,1.59,0.86,0.86,53.104,53.4745
Республика Бурятия,0.8168833333333335,92.57350029720935,94.7,97,98.5,15.6,15923.0,1638.3001928138265,45.974196831981715,971922.0,38.947,6.5,0.3672,55.58924804176213,80.71313602389785,8188.833333333333,3781.333333,1377.0,49.5,446.8333333333333,38.120000000000005,977213.6666666666,18697.0,15.357891034756946,15.590658427671734,977213.6666666666,18932.0,17905.0,0.61,0.41,0.41,37.293,38.120000000000005
Забайкальский край,0.9781333333333334,89.63973642287083,88.5,90.8,93.8,14.7,17779.0,1806.0839398818564,54.14493165853138,984395.0,39.448,4.933333333333334,0.3657999999999999,62.02674184207329,83.21979820336374,9912.833333333334,4520.333333,1740.1666666666667,63.833333333333336,533.0,37.91,1004482.5,19416.8,14.516812519709871,14.708651501219366,1004482.5,18441.0,18341.0,0.0,0.1,0.2,36.372,37.91
Республика Саха (Якутия),0.4562,68.36775246929638,90.8,98,98.5,,14673.0,1464.8624688518305,25.64066726300769,1001664.0,48.682,4.15,0.4078,58.74690610013131,78.81738652815633,6412.5,3217.1666666666665,1740.0,22.33333333333333,256.8333333333333,47.832,991260.5,13373.2,,,991260.5,12605.0,13583.0,0.71,0.2,1.0,46.982,47.832
Камчатский край,0.7232,79.15070279463183,93.5,97,94.7,13.2,4983.0,1724.5377179898044,33.28176678306633,288947.0,54.518,8.633333333333333,0.387,64.07646856479118,78.65567001258795,2786.5,834.3333333333334,482.8333333333333,21.166666666666668,96.16666666666669,54.0895,292382.0,5397.0,12.674764366483435,12.94510106844764,292382.0,5244.0,5399.0,0.96,0.35,0.35,53.661,54.0895
Приморский край,0.7036666666666666,67.94935526557845,92.5,93.3,92.7,12,25858.0,1431.471446136029,29.70929729392589,1806393.0,56.038,4.566666666666666,0.3758,63.2695243970202,85.12853181576797,12552.0,3735.0,2334.6666666666665,87.0,536.6666666666666,54.8935,1841770.1666666667,31782.4,11.542820609688762,11.850250901077711,1841770.1666666667,32130.0,32222.0,0.38,0.16,0.39,53.749,54.8935
Хабаровский край,0.7822833333333333,70.78315281201472,90.3,93.5,94.2,12.1,17105.0,1338.2811790957428,32.808296274041595,1278132.0,58.608,3.9,0.3658,58.275239147068056,81.894888439099,8768.333333333334,2604.0,1545.5,88.16666666666667,419.3333333333333,58.149,1292987.6666666667,20347.4,11.764110879468767,11.9728736258126,1292987.6666666667,21336.0,19997.0,0.69,1.09,1.72,57.69,58.149
Амурская область,0.8472833333333334,90.20525034696576,96.8,93.9,96.7,13.1,11906.0,1587.2910064619516,42.973022096665744,750083.0,48.121,3.816666666666667,0.3988,51.81244148949406,84.39568077528824,6586.0,2410.333333333333,1155.1666666666667,61.66666666666666,322.3333333333333,46.8515,765765.1666666666,15200.0,12.969889826959566,13.105281768534645,765765.1666666666,14847.0,14763.0,0.26,0.26,0.53,45.582,46.8515
Магаданская область,0.8289666666666666,90.68133144530356,89.2,95.5,99.5,11.9,2248.0,1685.321658032642,39.1092585234443,133387.0,50.732,3.9,0.4056,57.41841047810912,78.26907073715945,1221.1666666666667,410.6666666666667,233.5,9.833333333333334,52.16666666666666,49.2455,136039.16666666666,2449.6,11.738237735354506,11.897841906597895,136039.16666666666,2553.0,2499.0,,,,47.759,49.2455
Сахалинская область,0.8263833333333336,86.79614965750872,94.2,96.2,98.3,13.7,7738.0,1691.0334578989925,37.078316105392744,457590.0,54.272,7.350000000000001,0.4098,55.63033680310157,80.71940861571844,4016.0,1488.6666666666667,658.6666666666666,67.5,169.66666666666666,54.583,465660.1666666667,8440.8,13.072672603560004,13.373561454821688,465660.1666666667,8783.0,8296.0,0.62,0.65,0.44,54.894,54.583
Еврейская автономная область,0.9681666666666668,,78.4,89.4,92.4,,,,50.52514140180977,145802.0,38.92,9.683333333333334,0.3364,52.46014113751496,72.85852870535359,1421.5,437.1666666666667,312.6666666666667,3.1666666666666665,73.66666666666667,37.5105,150224.83333333334,2910.0,,,150224.83333333334,,,,,,36.101,37.5105
Чукотский автономный округ,0.3768500000000001,,98.9,99.4,99.8,,,,22.20880440289547,48029.0,45.484,1.4833333333333334,0.4314,52.41686303776762,84.94385899426985,452.8333333333333,221.16666666666663,106.33333333333331,0.6666666666666666,10.666666666666666,44.6225,47995.16666666666,824.0,,,47995.166666666664,,,,,,43.761,44.6225
